,u3
0,0.0
1,0.0
2,0.0
3,0.0
4,-0.012851820813454245
5,0.009528389883685937
6,-3.01278099690272e-14
7,-0.019584028012984103
8,0.01336174654151477
9,-1.81903103690928e-13
10,1.3194306758279595e-13
11,-0.0125067395810751
12,-0.12479777203720645
13,-0.0449439417060865
14,-0.0007817205282040669
15,-3.593826625181151e-14
16,-0.10256165748715146
17,-3.9118014383277e-16
18,2.2104713892634464e-15
19,-0.03244954695126033
20,-0.04362187356620044
21,4.213469850800067e-14
22,1.1622647289044608e-15
23,1.9949319973733282e-16
24,-0.06754672808664859
25,-6.885117476151947e-15
26,-7.892991815694472e-16
27,6.935858137824269e-15
28,-0.024407620542528114
29,-1.0668549377257364e-15
30,-6.938893903907228e-17
31,0.0006988579052545612
32,-7.754213937616328e-15
33,-2.329733628236852e-15
34,1.8348115995298064e-14
35,-0.12109023936547351
36,0.20950205127837762
37,1.1032841307212493e-15
38,-1.1379786002407855e-15
39,0.002315810695194161
40,-0.054690364452261664
41,-0.06215777451360799
42,-0.05943403906347595
43,0.05094976352647014
44,-8.153200337090993e-16
45,-4.000272335602517e-15
46,1.4519635493925875e-15
47,-1.8865117801247777e-17
48,0.11552495351173547
49,-5.397989440001832e-16
50,4.371503159461554e-16
51,1.6504159150443343e-14
52,1.0443035325380379e-15
53,0.08094248454400906
54,-0.12146819893885058
55,6.938893903907228e-16
56,-2.706168622523819e-16
57,-0.003337644732505478
58,-0.0283055943187064
59,-0.0005516897785961986
60,3.769993057609001e-05
61,0.011449640357185483
62,-0.04744584400895095
63,-5.80785419757035e-15
64,3.982925100842749e-15
65,1.3322676295501878e-15
66,-1.942890293094024e-16
67,-0.045287010234748556
68,3.3306690738754696e-16
69,-0.15515276379466977
70,0.0014756869718699833
71,-1.5265566588595902e-15
72,0.07697522075573146
73,0.03617269274521873
74,-0.12627259500791144
75,-0.025461245123916055
76,0.012737464984912513
77,9.71445146547012e-15
78,0.007619721251491656
79,-9.71445146547012e-17
80,1.249000902703301e-16
81,0.0
82,-0.016452679291690732
83,-2.498001805406602e-16
84,-0.030040630880235814
85,0.03413303014339928
86,9.71445146547012e-17
87,-0.07870528317120468
88,0.042764053856122135
89,-1.8041124150158794e-16
90,2.0122792321330962e-16
91,-0.005142780832323881
92,0.0032706851568600676
93,-0.026319677886955172
94,0.0
95,0.024549027764607656
96,0.0015094486390103007
97,-0.06307640536886423
98,-0.007509960659223041
99,0.0884178863760864
100,8.881784197001252e-16
101,0.010249505779544203
102,2.220446049250313e-16
103,-0.0772710316453962
104,-0.003778795912806693
105,0.07202862290306777
106,0.004711435980027894
107,-2.7755575615628914e-17
108,6.938893903907228e-17
109,1.8041124150158794e-16
110,-1.9081958235744878e-16
111,0.025215606376197623
112,-1.2132433966825523e-15
113,0.014005453938828233
114,0.1452757402092917
115,-8.326672684688674e-17
116,-1.1102230246251565e-16
117,0.07734366286868788
118,4.163336342344337e-17
119,-0.062074638681073234
120,0.05848191138870362
121,-5.551115123125783e-17
122,-0.020253207136164204
123,0.07858740989209854
124,-0.14271386958585605
125,6.938893903907228e-17
126,-0.2025048594950645
127,-0.0674370136316845
128,5.405236739898775e-19
129,-5.094003962584949e-05
130,-0.11925002574202757
131,-0.004403796394383142
132,-0.04590742830289254
133,-0.006534480782251415
134,1.4210854715202004e-14
135,-0.014514414011396339
136,0.0026757933824818284
137,6.938893903907228e-17
138,6.071532165918825e-17
139,-0.04674930969638367
140,0.09011303085733188
141,-1.3877787807814457e-17
142,0.1082737365521269
143,8.326672684688674e-17
144,-4.163336342344337e-17
145,-1.5265566588595902e-16
146,0.009700018130950352
147,-0.009758309534774662
148,1.3530843112619095e-16
149,-0.004751529839878679
150,0.07570807243168197
151,0.008707698791876687
152,3.469446951953614e-18
153,7.21620082669282e-05
154,-0.016878658347917984
155,0.08066904047181617
156,0.033980854773060426
157,3.2526065174565133e-19
158,-0.0008699528920611048
159,-0.09382445281269686
160,-5.963111948670274e-19
161,1.3552527156068805e-19
162,0.0399543752343052
163,0.061090308617579275
164,0.0
165,0.09162463231072485
166,-1.0036848942036666e-08
167,4.1470733097570545e-18
168,0.0006120876650709584
169,0.0008905087337039019
170,-3.3881317890172014e-20
171,-3.0277624310408158e-05
172,-6.776263578034403e-20
173,-0.051189798721171346
174,8.470329472543003e-21
175,1.9366561306022323e-17
176,2.541098841762901e-21
177,6.776263578034403e-21
178,-0.04777301798563531
179,-0.0033628908243679145
180,-0.056016791784024064
181,0.00454862557025101
182,-0.000204704384529272
183,-2.676624113323589e-19
184,2.608861477543245e-19
185,-5.929230630780102e-21
186,-8.470329472543003e-22
187,-9.529120656610879e-22
188,-0.06328373252468392
189,-1.4823076576950256e-21
190,3.282252670610414e-21
191,0.03488848195711644
192,2.0117032497289633e-21
193,2.117582368135751e-22
194,-0.010039458968444766
195,1.5881867761018131e-22
196,0.04430622866464556
197,-0.06719375110649334
198,0.0
199,0.013101463176297956
200,-4.632211430296955e-23
201,1.4889251025954498e-23
202,-3.308722450212111e-24
203,-2.0679515313825692e-25
204,0.000790859259360175
205,-0.0533404875199492
206,0.14264859909136374
207,0.025591509428066105
208,-1.9262968514828632e-22
209,0.0058163015371048565
210,3.360421238496675e-25
211,0.058590014899577256
212,-4.376302428288362e-23
213,2.5849394142282115e-26
214,-5.331437541845686e-25
215,2.3264454728053903e-25
216,-0.040150311614099515
217,-4.1335981324848104e-06
218,0.021928825877987654
219,0.024632275429724376
220,-0.0736316765424539
221,-0.061371342405504244
222,7.431700815906108e-26
223,-9.386561247916193e-25
224,2.0194839173657902e-27
225,7.355761800117163e-05
226,2.8272774843121063e-27
227,4.1439809984346015e-25
228,0.05418057001497217
229,-2.0194839173657902e-27
230,-1.4903791310159532e-25
231,0.0007860044845524085
232,1.193514995163182e-25
233,4.821517852710824e-27
234,-1.601387637598654e-26
235,9.148751239428267e-25
236,-2.7931986932065586e-26
237,-0.014351424642817278
238,8.064682806255448e-26
239,-0.07049537624977494
240,-0.000652296603060829
241,0.0003391065306959527
242,1.557994894090815e-07
243,0.0019518927662365178
244,-4.511298301732661e-29
245,2.112175073729259e-28
246,-0.06670715240604512
247,1.1832913578315177e-30
248,0.03606039948539842
249,-0.004658846342664815
250,3.6287601640166543e-29
251,0.009016071931786957
252,7.675616607800445e-27
253,8.631550364138215e-25
254,0.09987930267306866
255,0.05494217374761609
256,6.7578479420572675e-25
257,-4.944927844369278e-24
258,-0.07503039340326231
259,0.08209729538305208
260,-8.641971216696184e-27
261,0.001683839192277245
262,3.4512664603419266e-31
263,-1.0321753755643923e-24
264,-1.194868236742282e-24
265,1.4348252041394772e-25
266,-0.0006504671825137748
267,-0.05745869649979723
268,0.003761526494227345
269,-0.019372517999067945
270,0.006266754101451019
271,-0.02314571172314029
272,5.153027557740617e-26
273,0.1224523035836247
274,-3.1264190958798035e-26
275,7.847592762925746e-29
276,2.2595312237811077e-28
277,0.00651371484267645
278,-0.052534466443327515
279,0.12851346234735592
280,0.1612300666899307
281,-0.00024064561968494192
282,-0.004568667694676096
283,-4.077214525230852e-21
284,-0.2514006715681764
285,0.014139744842681344
286,0.012428144503770645
287,3.786917334833866e-26
288,7.146510788097974e-29
289,1.894867506166757e-33
290,0.03282262159023673
291,0.0004743663656073813
292,1.4769416486302074e-31
293,-5.455389936297556e-33
294,-0.025428771570385224
295,6.169582100290776e-35
296,1.090807713122793e-25
297,-0.018058863066829318
298,0.04307788128133558
299,-1.3125893182228138e-33
300,1.1015492909366361e-32
301,0.000410272923919504
302,1.579415043190795e-27
303,0.07662335440157342
304,0.023916953470998745
305,-0.004893896460163226
306,-0.004661656488514038
307,-2.7037143323790263e-33
308,0.02833608908452425
309,0.019088829282692933
310,-1.854855045332536e-27
311,-3.6314920897359085e-31
312,4.040761830951613e-37
313,7.469038299714524e-37
314,2.3344583123361366e-37
315,-0.063556890811585
316,-0.05656142679818546
317,-0.0040031297923362455
318,0.1858018717210902
319,-2.676674105219275e-35
320,-1.369450918707965e-36
321,-4.6908377576051857e-35
322,0.03493939883004787
323,-0.00019453345524492703
324,-0.054364148857918265
325,0.019688464384768956
326,-8.040197688632131e-38
327,4.7387116017523465e-37
328,0.10484604041471003
329,0.0
330,0.0018702404832986147
331,2.350988701644575e-38
332,-0.005905744174657264
333,-0.04118553898034949
334,6.994191387392611e-37
335,-0.058302077372697936
336,7.052966104933725e-38
337,-0.0010046881743238166
338,1.1754943508222875e-37
339,-1.5281426560689738e-36
340,-0.07364109347019904
341,1.6456920911512025e-37
342,-0.023757420729452215
343,-0.04227284714732382
344,0.06847132267427464
345,3.9966807927957775e-37
346,9.639053676742758e-37
347,1.1754943508222875e-37
348,-0.011160788167431088
349,-0.0011114793963158958
350,3.4530146555404696e-38
351,-1.7808739414957656e-36
352,-0.024229672764866265
353,-1.4693679385278594e-39
354,0.008794469929420543
355,-0.17412254533842172
356,-2.938735877055719e-39
357,-1.4693679385278594e-39
358,0.041744803259013336
359,-1.2489627477486805e-38
360,-0.17108484755028297
361,0.05489727284567242
362,2.8698592549372254e-40
363,0.017915060858018843
364,0.0
365,-2.571393892423754e-39
366,8.129278119905382e-37
367,0.08471565099823532
368,-5.728698250335492e-37
369,0.0149814328288644
370,-0.10057371909573742
371,-0.044903371051460056
372,7.255004196481306e-39
373,1.1020259538958945e-38
374,2.571393892423754e-39
375,-1.0193740073537024e-38
376,2.112216411633798e-39
377,6.887662211849341e-41
378,-0.03194986816572036
379,-0.32788565594425023
380,-4.6385673895654615e-05
381,-0.0013705741426833999
382,6.198895990664407e-40
383,-0.05655559522692706
384,0.051778826636907874
385,-4.591774807899561e-41
386,-0.024425446910072996
387,3.300338143177809e-41
388,0.038901709509661236
389,5.829401611591239e-43
390,0.0076165398912224486
391,-9.753037311700727e-42
392,-0.0707528087299107
393,0.1104508276494323
394,-0.12692706697239153
395,-6.56858655152258e-47
396,-0.06385299170010761
397,-0.09056756286116888
398,-4.2978056538282506e-48
399,-0.06274526340410434
400,-4.831749205492789e-45
401,-0.0053926337310771805
402,-0.012752899338478315
403,8.947079867033625e-49
404,0.005451159245904008
405,-1.6704779438076223e-52
406,-0.026730637686234
407,-0.040109256720456704
408,-1.1954357785373297e-51
409,-0.027887134521795906
410,0.028530487644929506
411,0.0011845797171095955
412,-9.396438433917875e-53
413,6.525304467998525e-54
414,-7.83036536159823e-54
415,0.07655704253884962
416,4.231650388945576e-59
417,-1.297474376780619e-60
418,1.979825874990918e-63
419,1.181011238378875e-64
420,-5.816035244277877e-65
421,-0.04296146126652251
422,0.0
423,0.0
424,0.0
425,0.07769796528939436
426,0.0
427,-0.001731895676053478
428,-0.02144044710699597
429,-0.04374831518645074
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,-0.02065768893658894
436,-0.023163169289782907
